event_id,timestamp,client_age,client_income,client_family,client_education,client_experience,client_securities_account,client_cd_account,client_online,client_credit_card,passed_suitability,suitability_block_reason,arm_shown,offer_shown,decision_type,converted,immediate_reward,delayed_reward_available
619,2024-01-31T12:04:00,59,91,2,2,33,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
620,2024-01-31T16:34:00,28,34,4,2,1,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
621,2024-02-01T11:57:00,61,122,2,1,37,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
622,2024-02-01T10:49:00,57,31,3,2,32,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
623,2024-02-01T09:16:00,39,22,2,2,14,0,0,1,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
624,2024-02-01T15:02:00,26,54,3,3,0,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
625,2024-02-01T10:37:00,46,41,1,3,21,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
626,2024-02-01T20:55:00,59,59,3,3,33,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
627,2024-02-01T11:13:00,42,39,3,3,12,1,1,1,1,True,,1,banner_loan_standard,exploitation,1,1.0,False
628,2024-02-01T12:33:00,35,113,3,3,9,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
629,2024-02-01T18:40:00,56,31,4,1,32,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
630,2024-02-01T20:08:00,37,158,2,2,13,0,1,1,1,True,,1,banner_loan_standard,exploitation,1,1.0,False
631,2024-02-01T16:14:00,58,54,3,2,32,0,0,1,1,True,,1,banner_loan_standard,exploration,0,-0.01,False
632,2024-02-01T18:33:00,59,68,2,3,33,1,0,1,0,True,,1,banner_loan_standard,exploitation,0,-0.01,False
633,2024-02-01T15:59:00,50,21,1,1,26,0,0,1,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
634,2024-02-01T13:07:00,64,89,1,1,40,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
635,2024-02-01T09:05:00,54,53,1,3,28,0,0,1,1,True,,1,banner_loan_standard,exploitation,1,1.0,False
636,2024-02-01T12:59:00,42,11,1,1,16,0,0,0,1,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
637,2024-02-01T20:27:00,56,158,3,3,32,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
638,2024-02-01T12:12:00,45,11,4,1,21,0,0,1,1,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
639,2024-02-01T08:49:00,43,25,3,2,16,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
640,2024-02-01T20:50:00,43,113,2,2,19,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
641,2024-02-02T09:39:00,37,40,2,2,12,1,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
642,2024-02-02T18:12:00,33,62,1,1,8,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
643,2024-02-02T20:32:00,40,28,2,3,14,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
644,2024-02-02T15:27:00,41,63,1,3,15,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
645,2024-02-02T16:12:00,47,32,1,1,23,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
646,2024-02-02T18:44:00,63,22,3,3,38,0,0,1,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
647,2024-02-02T18:37:00,59,38,1,1,33,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
648,2024-02-02T19:06:00,32,42,3,1,7,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
649,2024-02-02T12:42:00,39,32,2,3,13,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
650,2024-02-02T20:57:00,62,124,1,1,38,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
651,2024-02-02T16:50:00,43,31,4,1,19,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
652,2024-02-02T14:41:00,48,83,2,2,22,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
653,2024-02-02T12:29:00,58,142,2,1,33,0,0,1,1,True,,0,no_offer,exploration,0,0.0,False
654,2024-02-02T14:30:00,30,193,3,3,6,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
655,2024-02-02T09:35:00,27,110,4,3,2,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
656,2024-02-02T09:13:00,61,131,1,1,36,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
657,2024-02-02T20:28:00,46,142,2,1,22,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
658,2024-02-02T19:38:00,35,179,1,1,10,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
659,2024-02-02T09:31:00,32,54,4,3,6,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
660,2024-02-02T20:45:00,38,59,2,2,12,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
661,2024-02-03T15:30:00,31,85,3,1,5,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
662,2024-02-03T09:59:00,35,190,3,2,11,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
663,2024-02-03T10:47:00,64,181,2,2,40,0,1,1,1,True,,0,no_offer,exploration,0,0.0,False
664,2024-02-03T13:18:00,56,11,2,1,32,0,0,0,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
665,2024-02-03T21:06:00,61,20,3,2,37,0,0,0,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
666,2024-02-03T17:40:00,44,88,1,1,20,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
667,2024-02-03T09:27:00,27,32,3,2,3,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
668,2024-02-03T19:14:00,56,44,3,1,32,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
669,2024-02-03T21:36:00,54,21,4,3,29,0,0,0,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
670,2024-02-03T20:21:00,49,42,2,2,24,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
671,2024-02-03T09:03:00,64,53,4,3,34,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
672,2024-02-03T13:16:00,56,74,3,3,31,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
673,2024-02-03T17:55:00,58,142,2,1,33,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
674,2024-02-03T18:17:00,59,99,1,1,34,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
675,2024-02-03T09:13:00,46,9,2,3,21,0,0,1,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
676,2024-02-03T11:58:00,53,45,4,3,23,1,0,0,0,True,,1,banner_loan_standard,exploitation,0,-0.01,False
677,2024-02-03T10:51:00,51,32,2,3,25,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
678,2024-02-03T18:32:00,27,110,2,1,3,1,0,0,1,True,,1,banner_loan_standard,exploitation,1,1.0,False
679,2024-02-03T13:46:00,32,134,2,1,7,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
680,2024-02-03T10:10:00,46,38,3,2,19,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
681,2024-02-04T17:22:00,64,98,3,2,39,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
682,2024-02-04T17:33:00,60,42,4,2,33,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
683,2024-02-04T21:33:00,59,61,1,3,29,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
684,2024-02-04T20:40:00,54,89,1,2,28,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
685,2024-02-04T20:28:00,53,183,3,3,28,0,1,1,1,True,,0,no_offer,exploration,0,0.0,False
686,2024-02-04T18:51:00,35,40,3,1,9,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
687,2024-02-04T09:46:00,60,55,4,2,33,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
688,2024-02-04T18:02:00,61,60,1,2,35,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
689,2024-02-04T08:43:00,58,58,3,3,28,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
690,2024-02-04T12:46:00,26,72,4,1,2,1,1,1,0,True,,0,no_offer,exploration,0,0.0,False
691,2024-02-04T12:58:00,32,73,4,2,6,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
692,2024-02-04T12:02:00,44,62,3,3,20,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
693,2024-02-04T18:00:00,39,80,2,1,13,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
694,2024-02-04T17:59:00,30,44,1,1,4,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
695,2024-02-04T13:14:00,49,24,4,1,25,0,0,1,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
696,2024-02-04T09:34:00,34,164,1,3,9,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
697,2024-02-04T08:24:00,25,99,1,1,0,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
698,2024-02-04T15:11:00,35,139,2,1,10,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
699,2024-02-04T09:14:00,40,54,3,3,15,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
700,2024-02-04T19:15:00,59,24,2,3,34,0,0,1,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
701,2024-02-05T16:16:00,48,114,2,3,23,1,0,0,0,True,,1,banner_loan_standard,exploitation,0,-0.01,False
702,2024-02-05T20:52:00,31,30,4,2,5,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
703,2024-02-05T15:14:00,37,172,2,1,13,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
704,2024-02-05T18:45:00,25,52,3,3,0,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
705,2024-02-05T09:51:00,64,15,2,3,40,0,0,1,1,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
706,2024-02-05T14:02:00,58,58,4,3,34,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
707,2024-02-05T20:43:00,53,20,1,1,29,1,1,1,1,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
708,2024-02-05T12:23:00,54,34,4,3,29,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
709,2024-02-05T19:57:00,65,83,3,3,41,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
710,2024-02-05T10:19:00,39,21,3,2,13,0,0,0,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
711,2024-02-05T21:14:00,56,21,2,2,30,0,0,1,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
712,2024-02-05T16:29:00,39,25,1,3,15,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
713,2024-02-05T21:43:00,59,38,4,1,34,0,0,0,1,True,,0,no_offer,exploration,0,0.0,False
714,2024-02-05T11:35:00,40,180,1,1,15,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
715,2024-02-05T19:21:00,60,64,2,3,34,1,0,1,0,True,,1,banner_loan_standard,exploitation,0,-0.01,False
716,2024-02-05T13:52:00,28,32,3,2,4,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
717,2024-02-05T12:01:00,38,62,1,3,14,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
718,2024-02-05T20:16:00,46,114,1,1,20,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
719,2024-02-05T09:45:00,58,142,2,1,33,0,0,0,1,True,,1,banner_loan_standard,exploration,0,-0.01,False
720,2024-02-05T13:31:00,33,188,2,2,7,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
721,2024-02-06T18:44:00,28,41,3,2,2,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
722,2024-02-06T16:32:00,40,50,2,1,16,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
723,2024-02-06T19:37:00,26,85,2,3,0,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
724,2024-02-06T16:07:00,64,8,2,3,40,0,0,1,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
725,2024-02-06T16:16:00,55,78,4,3,29,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
726,2024-02-06T13:21:00,27,83,4,3,1,0,0,1,1,True,,1,banner_loan_standard,exploration,0,-0.01,False
727,2024-02-06T19:19:00,42,33,1,3,18,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
728,2024-02-06T09:59:00,54,65,1,1,28,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
729,2024-02-06T08:01:00,58,12,1,2,34,0,0,0,1,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
730,2024-02-06T08:32:00,31,40,4,3,5,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
731,2024-02-06T20:51:00,62,64,4,1,38,1,1,1,1,True,,1,banner_loan_standard,exploitation,1,1.0,False
732,2024-02-06T17:21:00,51,44,3,3,25,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
733,2024-02-06T14:01:00,61,54,3,3,36,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
734,2024-02-06T17:49:00,60,79,1,3,36,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
735,2024-02-06T09:41:00,26,102,4,3,0,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
736,2024-02-06T15:10:00,49,61,1,3,23,0,0,1,1,True,,0,no_offer,exploration,0,0.0,False
737,2024-02-06T20:02:00,25,21,3,2,1,0,0,0,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
738,2024-02-06T18:05:00,45,22,1,1,20,0,0,0,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
739,2024-02-06T16:05:00,47,123,1,1,21,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
740,2024-02-06T16:49:00,39,108,3,3,14,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
741,2024-02-07T19:07:00,52,62,4,2,26,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
742,2024-02-07T11:46:00,37,194,4,3,12,1,1,1,1,True,,1,banner_loan_standard,exploitation,1,1.0,False
743,2024-02-07T18:06:00,59,31,3,2,35,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
744,2024-02-07T13:57:00,65,105,4,2,41,1,0,1,0,True,,1,banner_loan_standard,exploitation,0,-0.01,False
745,2024-02-07T13:25:00,26,102,1,1,1,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
746,2024-02-07T10:40:00,43,111,4,3,17,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
747,2024-02-07T19:41:00,42,52,4,1,18,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
748,2024-02-07T21:10:00,56,82,4,3,31,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
749,2024-02-07T09:53:00,35,24,4,1,9,0,0,1,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
750,2024-02-07T16:44:00,46,74,3,2,20,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
751,2024-02-07T21:35:00,60,141,2,1,36,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
752,2024-02-07T20:07:00,40,50,2,1,16,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
753,2024-02-07T20:54:00,40,83,1,3,15,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
754,2024-02-07T12:54:00,56,82,4,3,31,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
755,2024-02-07T10:43:00,41,14,1,1,17,0,0,0,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
756,2024-02-07T09:05:00,42,95,3,3,17,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
757,2024-02-07T09:18:00,49,44,4,2,25,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
758,2024-02-07T13:36:00,62,42,3,1,37,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
759,2024-02-07T15:40:00,30,42,1,1,5,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
760,2024-02-07T18:02:00,57,44,2,3,32,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
761,2024-02-08T19:09:00,43,44,1,1,18,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
762,2024-02-08T10:34:00,43,44,1,1,18,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
763,2024-02-08T20:28:00,32,42,1,2,8,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
764,2024-02-08T13:14:00,58,128,2,1,32,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
765,2024-02-08T21:20:00,49,135,2,1,25,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
766,2024-02-08T11:36:00,50,44,4,1,24,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
767,2024-02-08T11:59:00,60,101,3,1,34,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
768,2024-02-08T15:49:00,29,123,3,3,3,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
769,2024-02-08T08:50:00,28,134,2,1,3,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
770,2024-02-08T12:33:00,28,84,1,3,2,1,1,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
771,2024-02-08T11:01:00,35,50,4,2,9,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
772,2024-02-08T09:35:00,28,123,1,1,3,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
773,2024-02-08T13:38:00,58,18,3,2,33,0,0,1,1,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
774,2024-02-08T17:50:00,54,45,4,2,30,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
775,2024-02-08T19:02:00,44,113,2,1,20,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
776,2024-02-08T20:17:00,44,90,4,3,18,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
777,2024-02-08T10:25:00,60,54,4,3,36,1,0,0,0,True,,1,banner_loan_standard,exploitation,0,-0.01,False
778,2024-02-08T14:41:00,57,39,4,2,31,1,0,1,0,True,,1,banner_loan_standard,exploitation,0,-0.01,False
779,2024-02-08T19:13:00,40,120,2,1,16,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
780,2024-02-08T21:01:00,62,21,4,2,37,0,0,1,1,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
781,2024-02-09T14:36:00,29,149,1,1,5,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
782,2024-02-09T21:53:00,57,41,1,1,31,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
783,2024-02-09T15:38:00,33,88,3,1,7,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
784,2024-02-09T16:19:00,40,32,1,3,16,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
785,2024-02-09T09:38:00,37,59,4,3,11,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
786,2024-02-09T16:56:00,59,124,1,1,35,0,0,0,1,True,,0,no_offer,exploration,0,0.0,False
787,2024-02-09T19:01:00,47,120,1,1,21,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
788,2024-02-09T08:39:00,32,125,1,1,7,0,0,1,1,True,,1,banner_loan_standard,exploitation,1,1.0,False
789,2024-02-09T19:55:00,46,82,3,2,19,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
790,2024-02-09T11:44:00,46,19,3,2,20,1,0,1,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
791,2024-02-09T17:02:00,29,44,3,2,5,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
792,2024-02-09T13:13:00,28,115,1,1,3,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
793,2024-02-09T17:28:00,57,21,1,3,32,0,0,0,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
794,2024-02-09T08:04:00,39,108,4,2,12,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
795,2024-02-09T11:07:00,62,11,1,1,37,0,0,1,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
796,2024-02-09T18:11:00,44,12,3,2,17,0,0,1,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
797,2024-02-09T08:56:00,58,24,2,2,33,0,0,1,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
798,2024-02-09T13:19:00,44,91,2,3,18,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
799,2024-02-09T19:56:00,47,190,4,3,23,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
800,2024-02-09T18:36:00,55,53,3,1,30,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
801,2024-02-10T12:11:00,52,155,3,2,26,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
802,2024-02-10T12:48:00,47,68,4,3,21,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
803,2024-02-10T08:55:00,54,43,3,2,27,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
804,2024-02-10T13:43:00,65,64,2,1,40,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
805,2024-02-10T18:19:00,48,23,3,2,21,0,0,0,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
806,2024-02-10T12:19:00,31,29,4,2,4,0,0,1,1,True,,1,banner_loan_standard,exploitation,1,1.0,False
807,2024-02-10T14:34:00,32,125,1,1,7,0,0,1,1,True,,0,no_offer,exploration,0,0.0,False
808,2024-02-10T13:36:00,45,60,1,3,19,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
809,2024-02-10T08:50:00,54,68,3,3,29,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
810,2024-02-10T09:23:00,54,53,4,2,28,1,0,0,0,True,,1,banner_loan_standard,exploration,0,-0.01,False
811,2024-02-10T18:42:00,53,14,4,1,28,0,0,1,1,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
812,2024-02-10T09:28:00,45,59,1,1,20,1,1,1,0,True,,0,no_offer,exploration,0,0.0,False
813,2024-02-10T16:38:00,41,24,2,3,15,1,0,1,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
814,2024-02-10T15:46:00,43,34,3,2,19,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
815,2024-02-10T13:19:00,42,60,4,3,18,0,0,0,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
816,2024-02-10T09:41:00,60,78,3,1,34,1,0,0,0,True,,1,banner_loan_standard,exploration,0,-0.01,False
817,2024-02-10T19:54:00,36,181,3,1,11,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
818,2024-02-10T08:54:00,29,30,4,2,2,0,0,0,1,True,,0,no_offer,exploration,0,0.0,False
819,2024-02-10T15:28:00,30,122,2,1,5,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
820,2024-02-10T13:04:00,61,38,2,1,35,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
821,2024-02-11T08:54:00,41,68,3,1,16,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
822,2024-02-11T14:25:00,35,79,4,3,10,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
823,2024-02-11T18:09:00,43,59,1,1,18,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
824,2024-02-11T15:46:00,46,72,2,3,20,0,0,1,1,True,,1,banner_loan_standard,exploration,0,-0.01,False
825,2024-02-11T15:48:00,48,70,1,2,23,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
826,2024-02-11T19:26:00,58,41,4,1,34,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
827,2024-02-11T08:00:00,32,60,1,1,8,0,0,1,1,True,,1,banner_loan_standard,exploitation,0,-0.01,False
828,2024-02-11T12:47:00,59,94,1,1,35,1,1,1,0,True,,1,banner_loan_standard,exploitation,0,-0.01,False
829,2024-02-11T12:40:00,48,24,1,3,24,0,0,0,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
830,2024-02-11T17:27:00,46,159,3,3,21,0,0,1,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
831,2024-02-11T09:49:00,57,182,2,3,33,0,0,0,0,False,sem_relacionamento_bancario,0,no_offer,blocked,0,0.0,False
832,2024-02-11T13:08:00,26,18,2,3,1,0,0,0,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
833,2024-02-11T08:40:00,31,22,1,3,5,0,0,0,0,False,renda_abaixo_minimo,0,no_offer,blocked,0,0.0,False
